id:ID,:Title,description,rule_id
Assembly DLL Creation Via AspNetCompiler,,"Detects the creation of new DLL assembly files by ""aspnet_compiler.exe"", which could be a sign of ""aspnet_compiler"" abuse to proxy execution through a build provider.
",4c7f49ee-2638-43bb-b85b-ce676c30b260
Assembly Loading Via CL_LoadAssembly.ps1,,"Detects calls to ""LoadAssemblyFromPath"" or ""LoadAssemblyFromNS"" that are part of the ""CL_LoadAssembly.ps1"" script. This can be abused to load different assemblies and bypass App locker controls.",c57872c7-614f-4d7f-a40d-b78c8df2d30d
Atbroker Registry Change,,Detects creation/modification of Assistive Technology applications and persistence with usage of 'at',9577edbb-851f-4243-8c91-1d5b50c1a39b
Atera Agent Installation,,Detects successful installation of Atera Remote Monitoring & Management (RMM) agent as recently found to be used by Conti operators,87261fb2-69d0-42fe-b9de-88c6b5f65a43
Atlassian Bitbucket Command Injection Via Archive API,,Detects attempts to exploit the Atlassian Bitbucket Command Injection CVE-2022-36804,65c0a0ab-d675-4441-bd6b-d3db226a2685
Atlassian Confluence CVE-2022-26134,,Detects spawning of suspicious child processes by Atlassian Confluence server which may indicate successful exploitation of CVE-2022-26134,7fb14105-530e-4e2e-8cfb-99f7d8700b66
Attempts of Kerberos Coercion Via DNS SPN Spoofing,,"Detects the presence of ""UWhRC....AAYBAAAA"" pattern in command line.
The pattern ""1UWhRCAAAAA..BAAAA"" is a base64-encoded signature that corresponds to a marshaled CREDENTIAL_TARGET_INFORMATION structure.
Attackers can use this technique to coerce authentication from victim systems to attacker-controlled hosts.
It is one of the strong indicators of a Kerberos coercion attack, where adversaries manipulate DNS records
to spoof Service Principal Names (SPNs) and redirect authentication requests like in CVE-2025-33073.
If you see this pattern in the command line, it is likely an attempt to add spoofed Service Principal Names (SPNs) to DNS records,
or checking for the presence of such records through the `nslookup` command.
",0ed99dda-6a35-11ef-8c99-0242ac120002
Atypical Travel,,"Identifies two sign-ins originating from geographically distant locations, where at least one of the locations may also be atypical for the user, given past behavior.",1a41023f-1e70-4026-921a-4d9341a9038e
Audio Capture via PowerShell,,Detects audio capture via PowerShell Cmdlet.,932fb0d8-692b-4b0f-a26e-5643a50fe7d6
Audio Capture via SoundRecorder,,Detect attacker collecting audio via SoundRecorder application.,83865853-59aa-449e-9600-74b9d89a6d6e
Audit CVE Event,,"Detects events generated by user-mode applications when they call the CveEventWrite API when a known vulnerability is trying to be exploited.
MS started using this log in Jan. 2020 with CVE-2020-0601 (a Windows CryptoAPI vulnerability.
Unfortunately, that is about the only instance of CVEs being written to this log.
",48d91a3a-2363-43ba-a456-ca71ac3da5c2
Audit Policy Tampering Via Auditpol,,"Threat actors can use auditpol binary to change audit policy configuration to impair detection capability.
This can be carried out by selectively disabling/removing certain audit policies as well as restoring a custom policy owned by the threat actor.
",0a13e132-651d-11eb-ae93-0242ac130002
Audit Policy Tampering Via NT Resource Kit Auditpol,,"Threat actors can use an older version of the auditpol binary available inside the NT resource kit to change audit policy configuration to impair detection capability.
This can be carried out by selectively disabling/removing certain audit policies as well as restoring a custom policy owned by the threat actor.
",c6c56ada-612b-42d1-9a29-adad3c5c2c1e
Auditing Configuration Changes on Linux Host,,Detect changes in auditd configuration files,977ef627-4539-4875-adf4-ed8f780c4922
Authentications To Important Apps Using Single Factor Authentication,,Detect when authentications to important application(s) only required single-factor authentication,f272fb46-25f2-422c-b667-45837994980f
Automated Collection Command PowerShell,,"Once established within a system or network, an adversary may use automated techniques for collecting internal data.",c1dda054-d638-4c16-afc8-53e007f3fbc5
Automated Collection Command Prompt,,"Once established within a system or network, an adversary may use automated techniques for collecting internal data.",f576a613-2392-4067-9d1a-9345fb58d8d1
Azure AD Account Credential Leaked,,Indicates that the user's valid credentials have been leaked.,19128e5e-4743-48dc-bd97-52e5775af817
Azure AD Health Monitoring Agent Registry Keys Access,,"This detection uses Windows security events to detect suspicious access attempts to the registry key of Azure AD Health monitoring agent.
This detection requires an access control entry (ACE) on the system access control list (SACL) of the following securable object HKLM\SOFTWARE\Microsoft\Microsoft Online\Reporting\MonitoringAgent.
",ff151c33-45fa-475d-af4f-c2f93571f4fe
Azure AD Health Service Agents Registry Keys Access,,"This detection uses Windows security events to detect suspicious access attempts to the registry key values and sub-keys of Azure AD Health service agents (e.g AD FS).
Information from AD Health service agents can be used to potentially abuse some of the features provided by those services in the cloud (e.g. Federation).
This detection requires an access control entry (ACE) on the system access control list (SACL) of the following securable object: HKLM:\SOFTWARE\Microsoft\ADHealthAgent.
Make sure you set the SACL to propagate to its sub-keys.
",1d2ab8ac-1a01-423b-9c39-001510eae8e8
Azure AD Threat Intelligence,,Indicates user activity that is unusual for the user or consistent with known attack patterns.,a2cb56ff-4f46-437a-a0fa-ffa4d1303cba
Azure Active Directory Hybrid Health AD FS New Server,,"This detection uses azureactivity logs (Administrative category) to identify the creation or update of a server instance in an Azure AD Hybrid health AD FS service.
A threat actor can create a new AD Health ADFS service and create a fake server instance to spoof AD FS signing logs. There is no need to compromise an on-prem AD FS server.
This can be done programmatically via HTTP requests to Azure.
",288a39fc-4914-4831-9ada-270e9dc12cb4
Azure Active Directory Hybrid Health AD FS Service Delete,,"This detection uses azureactivity logs (Administrative category) to identify the deletion of an Azure AD Hybrid health AD FS service instance in a tenant.
A threat actor can create a new AD Health ADFS service and create a fake server to spoof AD FS signing logs.
The health AD FS service can then be deleted after it is not longer needed via HTTP requests to Azure.
",48739819-8230-4ee3-a8ea-e0289d1fb0ff
Azure Application Credential Modified,,Identifies when a application credential is modified.,cdeef967-f9a1-4375-90ee-6978c5f23974
Azure Application Deleted,,Identifies when a application is deleted in Azure.,410d2a41-1e6d-452f-85e5-abdd8257a823
Azure Application Gateway Modified or Deleted,,Identifies when a application gateway is modified or deleted.,ad87d14e-7599-4633-ba81-aeb60cfe8cd6
Azure Application Security Group Modified or Deleted,,Identifies when a application security group is modified or deleted.,835747f1-9329-40b5-9cc3-97d465754ce6
Azure DNS Zone Modified or Deleted,,Identifies when DNS zone is modified or deleted.,af6925b0-8826-47f1-9324-337507a0babd
Azure Device No Longer Managed or Compliant,,Identifies when a device in azure is no longer managed or compliant,542b9912-c01f-4e3f-89a8-014c48cdca7d
Azure Device or Configuration Modified or Deleted,,Identifies when a device or device configuration in azure is modified or deleted.,46530378-f9db-4af9-a9e5-889c177d3881
Azure Domain Federation Settings Modified,,Identifies when an user or application modified the federation settings on the domain.,352a54e1-74ba-4929-9d47-8193d67aba1e
Azure Firewall Modified or Deleted,,"Identifies when a firewall is created, modified, or deleted.",512cf937-ea9b-4332-939c-4c2c94baadcd
Azure Firewall Rule Collection Modified or Deleted,,"Identifies when Rule Collections (Application, NAT, and Network) is being modified or deleted.",025c9fe7-db72-49f9-af0d-31341dd7dd57
Azure Firewall Rule Configuration Modified or Deleted,,Identifies when a Firewall Rule Configuration is Modified or Deleted.,2a7d64cf-81fa-4daf-ab1b-ab80b789c067
Azure Key Vault Modified or Deleted,,Identifies when a key vault is modified or deleted.,459a2970-bb84-4e6a-a32e-ff0fbd99448d
Azure Keyvault Key Modified or Deleted,,Identifies when a Keyvault Key is modified or deleted in Azure.,80eeab92-0979-4152-942d-96749e11df40
Azure Keyvault Secrets Modified or Deleted,,Identifies when secrets are modified or deleted in Azure.,b831353c-1971-477b-abb6-2828edc3bca1
Azure Kubernetes Admission Controller,,"Identifies when an admission controller is executed in Azure Kubernetes.
A Kubernetes Admission controller intercepts, and possibly modifies, requests to the Kubernetes API server.
The behavior of this admission controller is determined by an admission webhook (MutatingAdmissionWebhook or ValidatingAdmissionWebhook) that the user deploys in the cluster.
An adversary can use such webhooks as the MutatingAdmissionWebhook for obtaining persistence in the cluster.
For example, attackers can intercept and modify the pod creation operations in the cluster and add their malicious container to every created pod.
An adversary can use the webhook ValidatingAdmissionWebhook, which could be used to obtain access credentials.
An adversary could use the webhook to intercept the requests to the API server, record secrets, and other sensitive information.
",a61a3c56-4ce2-4351-a079-88ae4cbd2b58
Azure Kubernetes CronJob,,"Identifies when a Azure Kubernetes CronJob runs in Azure Cloud. Kubernetes Job is a controller that creates one or more pods and ensures that a specified number of them successfully terminate.
Kubernetes Job can be used to run containers that perform finite tasks for batch jobs. Kubernetes CronJob is used to schedule Jobs.
An Adversary may use Kubernetes CronJob for scheduling execution of malicious code that would run as a container in the cluster.
",1c71e254-6655-42c1-b2d6-5e4718d7fc0a
Azure Kubernetes Events Deleted,,Detects when Events are deleted in Azure Kubernetes. An adversary may delete events in Azure Kubernetes in an attempt to evade detection.,225d8b09-e714-479c-a0e4-55e6f29adf35
Azure Kubernetes Network Policy Change,,Identifies when a Azure Kubernetes network policy is modified or deleted.,08d6ac24-c927-4469-b3b7-2e422d6e3c43
Azure Kubernetes Pods Deleted,,Identifies the deletion of Azure Kubernetes Pods.,b02f9591-12c3-4965-986a-88028629b2e1
Azure Kubernetes RoleBinding/ClusterRoleBinding Modified and Deleted,,Detects the creation or patching of potential malicious RoleBinding/ClusterRoleBinding.,25cb259b-bbdc-4b87-98b7-90d7c72f8743
Azure Kubernetes Secret or Config Object Access,,Identifies when a Kubernetes account access a sensitive objects such as configmaps or secrets.,7ee0b4aa-d8d4-4088-b661-20efdf41a04c
Azure Kubernetes Sensitive Role Access,,Identifies when ClusterRoles/Roles are being modified or deleted.,818fee0c-e0ec-4e45-824e-83e4817b0887
Azure Kubernetes Service Account Modified or Deleted,,Identifies when a service account is modified or deleted.,12d027c3-b48c-4d9d-8bb6-a732200034b2
Azure Login Bypassing Conditional Access Policies,,"Detects a successful login to the Microsoft Intune Company Portal which could allow bypassing Conditional Access Policies and InTune device trust using a tool like TokenSmith.
",13f2d3f5-6497-44a7-bf5f-dc13ffafe5dc
Azure Network Firewall Policy Modified or Deleted,,Identifies when a Firewall Policy is Modified or Deleted.,83c17918-746e-4bd9-920b-8e098bf88c23
Azure Network Security Configuration Modified or Deleted,,Identifies when a network security configuration is modified or deleted.,d22b4df4-5a67-4859-a578-8c9a0b5af9df
Azure New CloudShell Created,,Identifies when a new cloudshell is created inside of Azure portal.,72af37e2-ec32-47dc-992b-bc288a2708cb
